cut 0
Alaska	0.0631728471829851
Vermont	0.056472214095754106
Montana	0.049749832419764495
Hawaii	0.04498169991480312
Wyoming	0.03596515875262542
Idaho	0.03582320687447133
West Virginia	0.034714004253894155
Louisiana	0.031539864454188195
Missouri	0.029753743482611734
Washington	0.027917796888319066
New York	0.02760203705907577
Michigan	0.026367100079183615
New Jersey	0.025074552728065726
Florida	0.023563777768142672
Oklahoma	0.023387335401051326
Kentucky	0.022735539961458762
Maine	0.022604164674935447
Georgia	0.021814010637221503
South Dakota	0.020354463275858898
Oregon	0.019574618511957707
Connecticut	0.019444747140349505
Nevada	0.01938049654003809
Massachusetts	0.017205113498411296
New Hampshire	0.016946414750380976
South Carolina	0.01693241110266519
Rhode Island	0.016726607869154198
Pennsylvania	0.01551284412336086
Colorado	0.015446969524063313
Texas	0.014955308252851504
Utah	0.014653384044630737
Delaware	0.01376116130267866
California	0.01320934747904506
Arkansas	0.013208543786327482
Tennessee	0.012405172202469608
DC	0.01214696633295893
Mississippi	0.012035765468199884
Alabama	0.011983979954367537
Indiana	0.011959207446312882
Wisconsin	0.01120315324579276
Arizona	0.010416598302691654
Maryland	0.010232791667552242
Illinois	0.009229068851324561
New Mexico	0.0086927334386636
North Carolina	0.008541820821779162
Ohio	0.008231680021635497
Virginia	0.00788317508862101
Kansas	0.005558736984401057
Iowa	0.004855481379035022
North Dakota	0.004020301625698395
Nebraska	4.6646742618282e-05
Minnesota	5.402595553121e-06

cut 1
Alaska	0.07418286277968002
Montana	0.046456049389325155
Hawaii	0.04512494328518388
Vermont	0.03754178969974531
Idaho	0.036610361450981344
West Virginia	0.03600335763995924
New York	0.03337123420430575
Michigan	0.031934055219833765
New Jersey	0.03128864365668116
Washington	0.029760491410397143
Louisiana	0.029724982314006457
Oklahoma	0.02560490754914323
Missouri	0.0244931007227775
Connecticut	0.024413588439998534
Florida	0.024218692037171058
Georgia	0.023654944964186433
Wyoming	0.02338576029602246
Maine	0.023331015472506152
Oregon	0.02256000408233863
South Dakota	0.022256441291845213
Delaware	0.02173747963658618
Nevada	0.020903332300818065
Utah	0.020836933799348076
Pennsylvania	0.020240825316285353
South Carolina	0.01988368118129006
Ohio	0.019584800475083528
Massachusetts	0.01769386821194789
Colorado	0.01619071281661854
Arkansas	0.015694929555846605
California	0.015409870358502225
Kentucky	0.014739966365931908
Rhode Island	0.01427220572286554
Texas	0.013722020837373491
Indiana	0.012963301116261906
New Hampshire	0.012586640086742915
North Dakota	0.011518663157180021
DC	0.011489477473292374
Mississippi	0.011292398215837125
Tennessee	0.009524924842995738
Arizona	0.009441883883320566
North Carolina	0.008110602287559405
New Mexico	0.007619193605358635
